Date,QMJ,MKT-Rf,SMB,HML,UMD
2006-09-27,-0.0007543911252738383,0.006641441905455701,-0.0019664779851167897,-0.0009531953262104261,0.003445592042680328
2006-09-28,-0.0004730795879412218,0.0022287365752923166,-0.00021002885632247703,-0.0012752173951369454,-0.0014456804868023905
2006-09-29,-0.002739879291915345,-0.0013513086967120852,-0.000957674035243249,-8.681156126147675e-05,0.001407237237567571
2006-10-02,-0.0006745591658782883,0.0009062769693033912,-0.0033443360004648454,0.00317982389108468,0.004171521525971462
2006-10-03,0.00030884558427044895,-0.003147384413273076,-0.0009626846921285397,0.003084055671689883,0.0001979986759568196
2006-10-04,0.0016854080402290287,0.0049684809121081286,0.000645143435235756,-0.0012447493662996433,0.0010311497111556238
2006-10-05,-0.0016184628621864318,0.007737317276102244,0.0017728800107725449,-0.0018457928789888049,0.0012308532896578306
2006-10-06,-0.0003820669217623174,-0.005536628388741634,5.022793417945202e-05,0.0002958482652918158,-0.0006881010118782031
2006-10-09,-0.00010419150445996164,0.0012378828331546766,0.0015973399215499897,0.0003761727431265408,0.002666798434879133
2006-10-10,-0.0010497437670936548,0.0011407761508625941,-0.0021019811690801134,0.0017088214181239087,0.00260805699845393
2006-10-11,0.0022109890388289613,-0.0029449235773360595,-0.0025024372228318833,0.0017237565634154106,-0.000738686333409264
2006-10-12,-0.0011043733467503139,0.006979711864870114,0.0029669491787767824,-0.0005616015648758652,6.059061070805505e-05
2006-10-13,-0.0024166477241450877,0.0029431217211602877,0.0023176254343569985,-0.0015619500119121688,0.00020867734992357755
2006-10-16,0.0001541837318225055,0.005725486550764667,0.002232240957929236,-0.0029998143415867285,-0.0012370930019931677
2006-10-17,0.0004710785398716205,-0.005213771513754496,0.0009032238112472409,0.0008375142368855981,-0.0005452828396271373
2006-10-18,-0.001710450427625522,0.0025340544010845944,-0.001515392928270482,0.0005003600024254107,-0.00045990209949163795
2006-10-19,-0.0010726674912593793,0.004265515818580416,0.002699190604075887,-0.00040784775425062845,0.0011138090569383016
2006-10-20,0.0003936212178982696,0.00164945016190703,-0.003692421027657097,0.0004743359197348503,0.00014000591464035912
2006-10-23,0.000275582969331669,0.002865625948849447,-0.0021906602048852968,-0.0015070758355513513,0.00041556215027138205
2006-10-24,0.0001692686221081327,0.0004446312853788358,-0.0010061364448782414,0.0006105673740302674,-0.00038986392236600834
2006-10-25,0.0008283115556883994,0.004577632615315183,-0.0002677223204088198,-0.0004018100628469526,-0.0011754111757227828
2006-10-26,-0.0008400677080209801,0.006379976368500518,0.001899265712983329,0.000879248530813947,-0.0019012167076745674
2006-10-27,-0.0010260989496414742,-0.0032789119036132253,0.00046989642017629873,0.002875662107396223,-0.0023886504447388954
2006-10-30,-0.0008097585852802078,-0.003236436498499965,0.0036537096673795993,0.0003760399131950944,-9.168357020646247e-05
2006-10-31,-0.00215769773170031,0.0020155313518115782,0.00018422593532366432,-0.0008505214994908139,0.001297271330934964
2006-11-01,-0.0015425299606197254,-0.0029838213289633247,-0.004645281277059619,0.0010408945737853492,-0.00030190962901021224
2006-11-02,0.0021591489481809223,-0.0018113783703549444,-0.0018241827754670787,0.00014270307621918677,-0.00043141879841013665
2006-11-03,-0.0005367951430449399,-0.00023792414120838787,0.002360621023824925,-0.00039543653012642386,0.00010979517116335488
2006-11-06,-0.0008619023585721323,0.007607775350917271,-0.0014661787797431735,-0.00047918782341040166,0.004104042438763521
2006-11-07,0.0005421821905307049,0.0055556575110418385,-0.0016248572254531162,-0.0011525506767947813,0.0016206404958992605
2006-11-08,0.0010789402326864574,-0.001976840703109348,0.0020463983319735546,0.003469319139023052,0.0008842365032714064
2006-11-09,-0.0012226040164957652,-0.0024994309988412696,-0.001665618349298801,0.0017871965109060636,0.0010039540201054133
2006-11-10,-0.00013358409088084605,0.0026809918159764108,0.002698844997716148,0.0013905055084978849,-0.0009897998482387112
2006-11-13,-0.0014395815410987388,-0.0012790602178270319,-0.00010383048013465216,0.00035275703310052865,0.0005947133070986218
2006-11-14,0.0009069672429515942,0.004989698305396176,0.004014290851337428,-0.002702480249552874,-0.0009585653831089033
2006-11-15,0.0012243225404820247,0.0033649250446418995,0.0017969469060927913,-0.001929155010866746,-0.0012256592093026206
2006-11-16,0.001209233944514418,0.00034739977330728266,-0.0013019097238316905,-1.379551961655067e-05,0.001005768153395879
2006-11-17,0.001383802575261506,-0.001975509046055795,-0.000254592104347796,0.0010018984012558493,0.0006569948676158363
2006-11-20,0.0005803108299575477,-0.003476931174288765,0.000682358925442265,0.0008334526514392343,0.003013223698577736
2006-11-21,-0.0008888257700208732,0.0032332523056872817,-0.000696735395435491,-0.00031077797266176595,0.002478078887460073
2006-11-22,-0.002145971762013618,0.0080294397707991,-0.00017816682939891457,-0.0021473009934182326,-8.1760220975763e-05
2006-11-23,0.00011142014345340542,4.67943537664793e-06,0.0002354395472353638,-0.0006925483110706949,0.0003717633370756346
2006-11-24,0.0002486473885452803,0.00018555597710484198,0.002828158111513975,0.00039188010340402503,0.0016996585776717541
2006-11-27,0.00047157191005960103,-0.009830027257460702,-0.0013532167524648972,0.002349294718495456,-0.0015450803318973268
2006-11-28,0.001107337478002844,-0.0006905687429581771,0.00019338566830411747,-0.0003169258495510587,-0.0009053653646220799
2006-11-29,-0.0021846287368095735,0.011529605898056605,-0.0018411812256737413,-0.00019631306467081703,0.001595404233372562
2006-11-30,-0.002171324768402319,0.004254582238604125,0.002747095907523322,0.000522647307503077,4.297335751546704e-05
2006-12-01,-0.0004927496696924318,-0.0008655899491347826,0.0008660364970369056,0.001650430903771,0.001722214771520689
2006-12-04,-0.0007776698968700077,0.006117254055513075,0.0015041206989580781,-0.0007751760756176178,0.0017604831494208916
2006-12-05,0.0006506188613391047,0.003971224090142399,-0.002550035583636511,0.0019045881088021479,7.794200399421501e-05
2006-12-06,-0.001195090788625003,0.0014105834263586925,0.0004158933445704504,0.000261299915463793,-9.203970212497755e-05
2006-12-07,-0.0013492409698201279,-0.0006126155786726451,-0.0005861558544733908,0.00011522054610683925,-0.00042905857094426903
2006-12-08,0.0006606218949350124,0.0001296315171407661,-5.391597206786246e-05,0.00010047615897584882,0.00021636563496937313
2006-12-11,-0.0004531903229556257,-0.0005783528392884259,-0.0019659455318622593,0.0024302868801597795,0.0028564733144703707
2006-12-12,0.0012512467455538094,0.0007641052017286798,-0.003143533708353067,0.0025446367100923086,-0.0003492955336305728
2006-12-13,0.0015141370509787525,0.0018280478331283603,-0.0011709687777918616,2.080385889200348e-05,0.0014453377306530941
2006-12-14,0.0005669772632040406,0.005343882033958093,-0.0021735200376843205,-0.0006196235524401015,-0.00015582121589426985
2006-12-15,-0.0012358443232390408,-0.00014417501193118588,-0.0011192570301433195,0.0009678558841020436,-7.37354120253613e-06
2006-12-18,-0.0011898876896712866,-0.002850817398207933,-0.003595379725833451,0.0008037655951386458,0.00048574688606175696
2006-12-19,0.0019075850740363227,-0.0006733581361933622,0.0006595954061734989,0.002294680730302188,0.0014880595129253761
2006-12-20,-0.0008318492304134619,0.0035837649201506507,0.0016124032916714757,0.00048770877199303124,-0.00027596424347427163
2006-12-21,0.00021649758678830578,-0.0029627065708675063,0.0011331584702671633,0.0016599485320970568,0.0001651736261777045
2006-12-22,-0.0008863051327369115,-0.0038327267241271236,0.002647530848287432,0.00018851865635799832,0.0006004418500852707
2006-12-25,0.0006400623832999838,-0.0006133519620905804,-0.0004340321696887187,-4.972994449550127e-05,0.0009786491447125695
2006-12-26,-0.00037437602528580486,0.0019219066561685517,0.0015565393066246712,0.0006773119332410971,-0.0006431117472591003
2006-12-27,0.00048484367242437073,0.007732461277267294,-0.0009746084711431553,0.0005429355334950238,0.002127114368435779
2006-12-28,-0.0005607721102813192,0.0008304247351773594,-0.0003230377492553948,0.0005076882614425867,0.0021347370144977904
2006-12-29,-0.0020088298845216002,-0.0018302040109921367,0.0012689085831662516,-0.000899931576623988,0.00034350610786447943
2007-01-01,2.822952244944101e-05,-0.00021015131947516242,-1.07779928282101e-05,4.05296199173197e-06,1.854495300065359e-05
2007-01-02,-0.0007946158925618144,0.006921615729334613,-0.0014103908096952552,-0.00011905067009807593,0.0004527256205503
2007-01-03,2.24314820773282e-05,-0.00316585314414111,0.0016987039748660904,0.0013213047284568102,-0.0030797975689732787
2007-01-04,0.0015572996425880768,-0.0047252491815438615,0.001670915185704194,-0.0014441194403863066,-0.004281361952119008
2007-01-05,0.000473270379404432,-0.009508842478325619,-0.0002140355475229716,-0.0015005947926252834,-0.001527044716390527
2007-01-08,-0.0007843026957358693,0.0009135183537802196,0.0006135439514098231,0.00131706904235694,0.0011822800306600732
2007-01-09,-0.0005217173684701271,0.00042359867488827945,0.0017276272972559206,0.0013025744385541918,-0.0003339453060811354
2007-01-10,-0.0001691645528661698,-0.0057322711309980064,0.0021611069339002122,-0.001456032655927167,0.00017606394091057765
2007-01-11,0.0004589305741266116,0.005751212234451816,-0.00024818870826730677,-0.0005795406440932426,0.001681984050251523
2007-01-12,-0.0013437525979201202,0.008355489160365139,0.0007275612640726956,-0.00031930099778616544,0.0020466967544829177
2007-01-15,-0.0005005506101666063,0.004694189686971278,0.0005483991069911499,-0.0005330113320510597,0.00020545063459249014
2007-01-16,-0.0018075409090407264,-0.002256505084129643,0.0015186065992126689,0.0011616881645296789,-0.0013713858549481695
2007-01-17,0.0005085155519363735,0.00027802823916272493,0.0007177998256422613,-0.0004091748482495768,-0.00027224113071053506
2007-01-18,0.0001255693066850836,-0.002288679246114623,-0.002756813756599055,0.002117762803626688,-0.0024178273350544126
2007-01-19,-0.002006154546441203,0.003924011337332259,0.0011700410108295301,0.0009306814211068441,0.0004475834880693269
2007-01-22,-0.0018813726289894231,-0.0011711858466501616,-0.00012843531614482352,0.0014153670766429056,0.0024998805587424775
2007-01-23,0.0013541313337596475,0.004464278641661994,0.0009108533285456569,0.0010880957594722458,0.0053577873674751555
2007-01-24,-0.0009752333177604894,0.005824263930436706,-0.001391362261377136,9.879591584227878e-05,0.0037098010358079586
2007-01-25,0.00038669387920368167,-0.006475766960588129,0.0019825978792678807,-9.192179491369679e-05,-0.001301943913017049
2007-01-26,0.0001431675387052597,-0.00506873562117745,0.0033600279249230806,0.001165625267189463,0.00022405774109012817
2007-01-29,-0.00048432296938893027,0.0011838859271007423,0.0023742408969861357,0.002121136066320703,0.0008564598121282238
2007-01-30,0.00035296527042960374,0.004809878846999081,-0.0012467100688105014,0.0012176008456002748,0.000838903022188844
2007-01-31,0.0011993415635936024,0.0020044970202133445,0.0009991979480974977,-0.0001820604859667647,0.0029887665237734273
2007-02-01,-0.0002883160501286995,0.009387184696113512,-0.0009205711831354611,-8.079418172912418e-05,0.0011059475671311302
2007-02-02,-0.0018520172846598305,0.0005329566837838694,0.0008126005634843039,0.0010715915267557857,0.00037214851372805086
2007-02-05,-0.0014828043604421925,-0.002011876720728797,0.0009992381521760334,2.046944786095531e-05,-0.0005147761527286377
2007-02-06,-0.0005490639066856341,0.0035673706097961535,4.621355264594306e-05,0.0014121150282047495,0.0033336778053183226
2007-02-07,-0.0013659174206177146,0.003730674742297545,0.0015691713591738559,0.0008542323384525526,0.0025830300791186327
2007-02-08,0.002136009254324919,-0.002786159349781042,0.002062880917984803,-0.0011725610704477966,0.0001986678496450541
2007-02-09,-0.00042202853396446495,-0.0017938078029476599,-0.0005738528093278808,0.0012707481693231713,-0.0006453926645584889
2007-02-12,0.0020059549976020282,-0.004933539524527152,0.002329997202443091,0.0014011645491123028,-3.403315421353583e-05
2007-02-13,-0.0014947376432210848,0.0062129351990843846,-0.002029762223990044,0.0014984176432187007,0.0005626550132618303
2007-02-14,-0.0008527177100442594,0.010225341107160944,-0.003201635981574198,-0.00022722246432777747,0.0004965023549793147
2007-02-15,0.000655572368472191,0.004080641136031636,-0.00029050450351684093,-0.0007655270858219521,-0.0002422150481639276
2007-02-16,-0.0011971926378757274,-0.0006054468256817268,0.002477382619334214,0.0013603961903966206,0.0008771067517488779
2007-02-19,-0.0007062674118972933,0.0016290166189734674,0.00019618740436857612,-3.533221125684183e-05,0.0007642961864590903
2007-02-20,0.0006541578012734396,0.00041706239827120453,0.0031799821043599075,0.000105816672500292,0.0017336063236712534
2007-02-21,-0.0011075201053818654,-0.0027154751646546772,0.0032112586323536627,-0.0005661504689218463,-0.0008020726650145836
2007-02-22,-0.0011693125137106869,0.001305295879429207,0.0015720279529906462,-0.0013355983079552769,-0.0024633985504656283
2007-02-23,-0.00039512385266898565,0.0019234359538786274,0.00012289220577253778,-0.0009621311858219026,-0.003072913615918515
2007-02-26,-0.001194997148511798,0.0014054421156881273,-0.00032359921759756013,0.0013864042075535648,-0.002192481042157563
2007-02-27,0.0065351894889011984,-0.0243710726115222,-0.00018089580775627737,0.0009070859686385409,-0.004077235129064905
2007-02-28,0.00028287859771940037,-0.009525548914561473,5.820578343117755e-05,-0.0001701493341350062,0.0038380134163455712
2007-03-01,0.002528204632424682,-0.00655535619634187,0.0008536175149126222,0.0004986759759494674,0.0010571585510606716
2007-03-02,0.003130113748050129,-0.007599733712675602,-0.002111422668644824,0.0009983869611787683,-0.0012982244468414637
2007-03-05,0.006952098198110504,-0.01835435027592131,-0.006659946180216196,0.0006173689359012307,-0.0018512957183889212
2007-03-06,-0.003510666199757822,0.014627184409798547,0.003143776782688977,-0.0012274777645590147,0.0038707536081210984
2007-03-07,1.211100521938331e-05,0.0027495727125410353,-0.00020999782424484378,0.0015741558480935394,0.0020378639641534142
2007-03-08,-0.002875856627396987,0.009417942334692604,-0.0016164487846831211,-0.0001039411526471719,0.004190110065251979
2007-03-09,-0.0011163509214735222,0.0014742151401920594,0.0012216288914437168,0.000874419019217434,0.0011611672847398175
2007-03-12,-0.0009354842189547446,0.004207402200227473,0.0018040472707599904,-0.00053945467409819,0.002598814155860322
2007-03-13,0.0033785665019862277,-0.013234163557716358,0.00073814756568742,0.0010919446052027064,-0.001189784808966536
2007-03-14,0.0039675183581983076,-0.009992018438509304,0.002774023973920613,-0.00031113314251825816,-0.0013732746853987628
2007-03-15,-0.002173559784048299,0.009794712151548278,-0.0011792016044300992,0.001028373653082959,0.002640525759904217
2007-03-16,0.0010531822932482284,-0.0006805429918891203,-0.00045544511228250617,-0.0001744769900923697,0.0017956778196293317
2007-03-19,-0.0008853183444816929,0.010558630440939269,-0.004146650306214949,0.0003551081444687934,0.004131882749822029
2007-03-20,-0.0016810607780143737,0.00663945527505216,-0.00021628356654980095,9.735675226177966e-05,0.0003069380022189575
2007-03-21,-0.001246178543289931,0.0103948958012177,-0.0006895677626828513,0.0001399218460275306,0.0014583467483758206
2007-03-22,-0.0012258100151391119,0.007525132894901542,-0.0007552879103312291,-0.00021094489757507066,-1.412981240383516e-05
2007-03-23,-0.0009957849390069121,0.001519678298545442,-0.0007661903826578272,0.0017935477382468557,-0.0010254564575321275
2007-03-26,0.0014046822987055286,-0.0006796802140782292,0.0019359905190490323,-2.875406631215464e-05,0.0008404843474456952
2007-03-27,-0.000870261258048949,-0.0035224402541843354,0.0002787221790571041,0.00043658213273386706,-0.0007049691701403211
2007-03-28,0.0005437025564034375,-0.004358338727356289,0.002596378524291475,-0.0003804672489633778,-9.888928344593709e-05
2007-03-29,0.0006300716769297825,0.0034747990280072196,-0.0030231742759194162,0.0019695628217173545,0.0012180023817983047
2007-03-30,-0.0020960415295106696,-0.000312523327887478,0.0026892966845867223,-0.0010490033704735119,0.00016076072883110514
2007-04-02,-0.0002618992763628145,0.002389180553463018,-0.0011438327074998697,0.001564680145027006,0.002057684994183004
2007-04-03,-0.0002707896678282147,0.008313672464609298,-0.002809643538260617,0.00022394804285042494,0.001650267587666391
2007-04-04,0.00020546355309318933,0.004280010846397496,-0.0018553666141168995,-0.0010694736824869732,0.0016004708876090346
2007-04-05,-0.0009272628045782821,0.002968007835683719,0.0010104035679274182,0.00011897794691535953,-0.00015148746900908922
2007-04-06,0.00014560721131531303,-0.0013277328689618884,-0.00023284364399438608,0.000570677711371489,0.00029885697454901295
2007-04-09,-0.0010441610920515437,0.0015774019108651066,-0.0018607677597059294,0.0009128303282433926,0.0023693377560670354
2007-04-10,-0.0009930156127732049,0.004233860464548477,0.0020605157011266907,0.0009371208783261855,0.00033644807533627757
2007-04-11,-0.0002736775010378299,-0.0028343760543794823,0.0006107124980803859,0.0017455508776430082,1.309661710064054e-05
2007-04-12,0.0008717903713906271,0.00285539238960091,0.0023533178837623426,-0.0019499217434180952,-0.0019470202790056394
2007-04-13,-0.0005104990537807983,0.0024492613294501806,0.0012712501898779513,-0.001655358750688047,-0.0006510164703014631
2007-04-16,-0.0012379160750060055,0.011072879822730797,-0.001225999885633029,0.0009488804784495925,0.0007706525470127039
2007-04-17,0.0009671073579931512,0.0009684649762552727,-0.0011733199789406314,0.00026275309877416,0.0007758479662823278
2007-04-18,-0.0007228810386823888,0.000770714183086101,-0.0012311624629294643,0.0016126903334172085,6.0413633850686e-06
2007-04-19,0.0018397926142307084,-0.005257360727578387,-0.00034137652437245735,-0.0002683827541768041,-0.0003407390293151956
2007-04-20,-0.0008934780113620052,0.0083772227277312,-0.001016356026516235,0.0020108792474003772,0.0019500126045371253
2007-04-23,-0.00011510930101713976,-0.0018362730984653173,0.0014282154299617449,-0.00029541184303585524,0.003811254184220382
2007-04-24,0.0014662200157319618,-0.0019772107986812818,0.00075855131931774,-0.0007604118329624385,-0.00267049642748798
2007-04-25,-0.00039914600975432464,0.006433904378483065,-0.0014228870115938668,0.0013304762672886829,-0.0004428269290841385
2007-04-26,0.0013845593894276083,-0.0007909750559289968,-0.0002516886147880791,-0.0007583601185165314,0.0007477870767915121
2007-04-27,0.0012346209669656292,-0.0007591847273920886,0.001660421028653365,-0.0014459227292812798,0.0006361219752867081
2007-04-30,0.0006649187640604356,-0.004798116384625014,-0.0014064959902120137,0.00015628608965115534,5.262833165794388e-05
2007-05-01,0.0018659800452166093,-0.00045249189612358307,4.512029153939742e-05,-0.00043298694152927664,-0.0017846007120356784
2007-05-02,-0.0015011956939006686,0.005782476648458182,0.0007590902149573461,0.0003921268789849594,2.789798158775756e-05
2007-05-03,-0.00023307118908776832,0.002301407913406478,-0.0026395850413641754,0.0012431388415563838,-6.897629970905038e-05
2007-05-04,-0.0007158568902465176,0.004978309990520499,-0.0017089247329832241,0.0008241472695458298,0.0011963386431241409
2007-05-07,-0.0006575810459577405,0.004990393866122356,-0.0021862093807352616,0.0029977234677480385,0.001465888924885054
2007-05-08,0.0016201651793395654,-0.006047573949028535,0.002718365168762102,-0.0003475597647180137,-0.0016614455473826907
2007-05-09,0.0004697276490337135,0.004159255600096503,-5.113965046388608e-05,-0.001108741077994196,-0.0004354112280430869
2007-05-10,-0.0007753838906957111,-0.010086130721008984,0.0010025022284175238,0.0020867612398326654,0.0022658399282760146
2007-05-11,-0.0010974679211323108,0.005002431187155895,-0.001070841388698286,0.002131552346657585,0.0004943987862234972
2007-05-14,0.0008392310757572261,-2.070254113963033e-05,-0.002824601942004919,0.0030309088705874902,0.0033600666598059877
2007-05-15,0.001276270391013799,-0.0006922575354090289,-0.004540362774414061,0.003081193957199877,0.001465010319883772
2007-05-16,0.0022573094034148374,0.003299318104806586,-0.002047659063626736,0.001089735618095363,0.0008824028809770483
2007-05-17,0.002063369347461633,-0.0013927145445184574,-0.002722379044379517,0.0002613915133281253,-0.0019106199661026097
2007-05-18,0.0012314898038749051,0.004714586990866918,-0.0013449859248156745,-0.0008539575292055002,-0.0014155903344217067
2007-05-21,0.0002298737792132606,0.0013247591777044191,0.0031961460292588917,0.0004805768170498693,0.00026307642348404655
2007-05-22,-0.002166098340821286,0.0021011355186890597,0.0033001486994112426,-0.001048528965518118,-0.0011455032797129774
2007-05-23,-0.0018029971509766441,0.0037963111293762113,-0.0015085226762126477,0.0005115140342310314,-0.0025444316443393733
2007-05-24,0.003066518998181691,-0.009580984337451479,-0.0004493404583321692,0.00010352794045124397,-3.158401900285184e-05
2007-05-25,-0.0004890234601655722,0.0011562439952874138,0.0023813762516325236,-0.0007014722791514011,-0.0006939182397532734
2007-05-28,-0.0010912591606335679,0.0011467266426222476,0.0010008751236666425,0.0004897566830444577,0.00023129614735406371
2007-05-29,-0.0011667476834399107,0.0031043461348379633,0.0019227782944961104,0.0005786871030738278,0.001765089908776775
2007-05-30,-0.0001973482297854928,0.0007928543731355708,-0.001697304616545371,0.00019519291271703854,0.0019706471005034045
2007-05-31,-0.001793973615007099,0.006489360257036298,0.0007853088254377801,-0.00010492230945588366,0.002593205573813805
2007-06-01,-0.00019147661967340674,0.005213203577583893,-3.797865180507168e-05,0.0010194309692643853,0.0006379130048761947
2007-06-04,0.000314767095765024,0.0028031512786342995,0.0005547793634071433,-0.0009926532382443108,-0.00047698654419252274
2007-06-05,0.00020492892433710675,-0.0029342021419734485,0.00060617529078344,-0.00011970294717729999,-0.00028695451021058013
2007-06-06,0.0012201278395602305,-0.009751975407077387,0.0036430087676656746,-0.0006815781518142686,-0.0028830277689775603
2007-06-07,0.0026588184670389738,-0.014083933428191335,0.0015038028365469847,0.0006457695420927586,-0.0037993502947449714
2007-06-08,0.0008244212416519249,-0.0006738169760303729,0.0006382530895903847,-8.817275644992968e-05,-0.00018907012056850912
2007-06-11,-0.001152150707967251,0.0035474228935357724,-0.0012351395349233887,0.0010338326775317947,0.0018621687584378897
2007-06-12,0.0026349936835081854,-0.008051028946064099,3.522389859076884e-05,-8.889747252638897e-05,0.00031811903337192323
2007-06-13,-0.0007539016241910512,0.005696986717299901,-0.001998886727485664,1.415006298997663e-05,0.0011887688836405078
2007-06-14,-0.0005135188365434351,0.008587097556338548,-0.0026136391922125446,1.172881955229682e-05,0.001410731417588218
2007-06-15,-0.0006794495605783685,0.009703414126261987,-0.0011485403869722125,-0.0006975027928994108,0.0007356135915066485
2007-06-18,0.00130054175464601,0.0012782961908004125,-0.0005857803492232481,-0.00029362282016158925,0.0004043963292605352
2007-06-19,-0.0011155067165293695,0.00022950172943953656,0.0015001403601143514,0.0012122683014728543,0.00041662206112545746
2007-06-20,-0.000538312569511153,-0.004391688347343823,0.0010705384131743563,-0.0013953775504683655,-0.0006650355122977434
2007-06-21,0.002006279016863603,-0.0004645439084653677,-0.0006421718883091343,-0.0005612809789937473,0.0008432366999802581
2007-06-22,0.0004291932126722391,-0.00618340105007773,0.0041922287956853675,-0.001100639684225411,-0.0003184613065403358
2007-06-25,0.0021790600068808093,-0.00402110681300284,-0.001948622960694024,0.0008070341977661706,-0.0007442971694723751
2007-06-26,0.0034690378684680036,-0.003563475404071606,0.0003778388449561176,0.0001250514130566466,0.0004962600987150238
2007-06-27,0.0017718733414078965,-0.00010565254048539995,0.0020999219683715655,-0.0018635272577937222,0.0002875568111386894
2007-06-28,0.00019626871046743823,0.005852595500484464,-0.0010725434909099375,0.0006394286383990186,0.0011375838943843816
2007-06-29,0.00025951323156706013,0.0035217545854398288,-0.0020908811813487704,-2.515091570481757e-05,0.002269138643738167
2007-07-02,-0.0004981115335743545,0.00866008512063779,0.00011579623761807066,-0.0002755349015426923,0.003709175270606308
2007-07-03,-0.00015781884872715908,0.005149008028092688,-0.0016185834283009262,-0.0001782187480910392,0.003089670060627485
2007-07-04,-0.0006620535178149735,0.001965819136884975,-8.273397608633381e-05,3.751017210345587e-05,0.0017167308803886828
2007-07-05,0.0013000071193746297,-0.0013235896268439602,0.002808581763106759,-0.001609857329600826,0.0022880467828546606
2007-07-06,0.00038431898565635165,0.004272514138561858,-0.0006620117825096028,0.0008810301839541603,0.00045148852380529016
2007-07-09,-0.0009170940328562053,0.0031571013089501192,-0.0004162970762417407,0.0008492179152815276,0.0014133908165146988
2007-07-10,0.0022053009987925264,-0.006550747243007869,0.001563520841045502,-0.002056215500364812,-0.000755095990703287
2007-07-11,0.001665788442521765,0.0003621319677109274,-0.00038842707271098936,-0.0010937084002028414,0.0024412501335725873
2007-07-12,0.0014283710707289838,0.011649103338200337,-0.0045125270852284845,-0.0010194638688215672,0.0037102883026622698
2007-07-13,-0.002355249506931607,0.005365328919189713,-0.002637033065943363,0.000206665813141837,0.001587232891115178
2007-07-16,-2.95569035894152e-05,-0.0013983165356325953,-0.0010808358081352775,-0.0011590392290087694,0.0006555135838640848
2007-07-17,0.0008283987178297151,-0.001387788510820042,0.0020941779196811962,-0.0002469782922255742,0.0019891725723584766
2007-07-18,0.0010627270040772772,-0.004442069810701576,0.0018907303699912921,-0.0003863591007884648,0.0005788008017790695
2007-07-19,0.000384574984612734,0.006095415690618243,-0.0013318287746864677,-0.001884295446430601,0.002704027475623134
2007-07-20,0.0025957047727664133,-0.006034690032139251,0.0005029900285794722,-0.0012395037289730472,0.0010492948197178297
2007-07-23,0.0014049985729964458,0.0009549142414033104,-0.002001920727521401,-0.0010020617613056945,0.0036282384386172074
2007-07-24,0.0012642086077342743,-0.012492366975477225,0.001341251462507966,-0.001967872754758595,-0.0019147289995593278
2007-07-25,0.0018116213848307894,-0.0057218565955882,-0.001274958786184075,0.00044259961469377625,-0.002295314173487592
2007-07-26,0.004275215218814993,-0.02078868744860555,0.003832153859225027,-0.0021281246539949254,-0.0032862037518358
2007-07-27,0.0007752782322418641,-0.015586711035614507,0.000134008113400216,0.0013235740816188893,-0.0031442180633499137
2007-07-30,0.00034029809587049487,0.004798639793152274,-0.001288027253864061,-0.0015904691714161171,0.0022083693435486816
2007-07-31,-0.002653919022369291,0.003026145007897624,0.0004093541572437701,0.0012862674803841413,0.0030067499792215593
2007-08-01,0.007277162764104692,-0.008812499776818253,-0.0027757342059289373,-0.0009823056312661337,-0.0011963538382348568
2007-08-02,-0.0005485742435574449,0.004664424623399918,-0.002001728695649977,-0.0022169176475743406,0.0030826801578065343
2007-08-03,0.0003377766188925697,-0.012615922047120995,-0.0001283980883273154,-0.003379117120766146,0.0008937203689446208
2007-08-06,0.004686099312996806,0.002667396559557764,-0.007435781804967581,-0.0029700166217432027,-0.007609931446147705
2007-08-07,-0.0015826401605662415,0.004205639545550869,-0.004401691889924015,-0.0030066506900670643,-0.002803040482419062
2007-08-08,-0.007375442982999959,0.01676383722628133,-0.00014210036782020955,-0.00623418046999485,-0.008400873906288076
2007-08-09,-0.0027117815644316207,-0.019271430994438787,0.0091663565950928,-0.004818005862063408,-0.00977064692445307
2007-08-10,0.008128949084631404,-0.01525571252433648,0.0027593869178649064,0.004027303624358981,-0.0025122271380531467
2007-08-13,0.00120023284920705,0.004013749175786228,-0.007790694189150281,0.005027216901303335,0.01295206419380251
2007-08-14,0.004701521280296899,-0.013486669905007648,0.00028089654327730757,0.0010204195245022457,0.0016045340557401247
2007-08-15,0.006847711433937644,-0.016480284093256293,-0.001446258724905074,0.0012607403002355007,-0.005478362123258376
2007-08-16,0.003677537507769237,-0.016716403091204635,0.003871667310549857,0.005280593872796814,-0.01630983828838434
2007-08-17,-0.0021930598113832035,0.012856309250644515,-0.005380201281057896,0.001820896519741042,-0.005428731489860736
2007-08-20,-0.0010126067692963264,0.009270438799816271,-0.0008595891062917246,-0.0022706403310723267,0.008640345126882146
2007-08-21,-0.0015426572756573106,0.0039048314161190165,-0.00184780828693764,0.00044358617220180153,0.004451991293949492
2007-08-22,-0.0023449130221441543,0.012972573808968728,-0.002865530319825592,-1.74324238445074e-06,0.009217282140503841
2007-08-23,-0.0008391224117249923,0.0062555644079847275,-0.004346523639108013,4.549904762474199e-05,0.004369044504310025
2007-08-24,0.002149171770343334,0.00819755210073699,0.0002999386740225498,-0.000495434578254362,0.004701213822534917
2007-08-27,0.001364033136934807,-0.0007064821188237522,-9.378487660567875e-05,-0.0010616334839823464,0.004375353987485545
2007-08-28,0.003248665838179908,-0.016305060776059695,0.0019349380169723057,-0.00010211857146813865,-0.0019775661482630373
